file,segment,rms_acc,peak_acc,rms_vel,peak_vel,inc_deg,inc_loc,damp,damp_loc
G5_P5_case52.mat,16,0.393203279411724,0.402903903663776,0.45365701047497,0.785562215751314,5,4,0,0
G5_P5_case52.mat,17,0.393426621472371,0.412215882167343,0.4538616101355,0.785969097953108,5,4,0,0
G5_P5_case52.mat,18,0.393391410929605,0.42849708853493,0.453778752653979,0.785832022483883,5,4,0,0
G5_P5_case52.mat,19,0.394460474670407,0.617263244241039,0.451910254295773,0.782368812009845,5,4,0,0
G5_P5_case53.mat,1,0.235627007866248,0.484652070857569,0.168851821696884,0.329837698776486,0,0,1,5
G5_P5_case53.mat,2,0.186262906404053,0.39249783849009,0.177243792995678,0.31528173963977,0,0,1,5
G5_P5_case53.mat,3,0.168691002274441,0.375138094290584,0.185115970610309,0.321724527819085,0,0,1,5
G5_P5_case53.mat,4,0.161124503941063,0.221183470664669,0.185026668933594,0.320035322747186,0,0,1,5
G5_P5_case53.mat,5,0.156005232598003,0.210375310263185,0.178969343314569,0.310174693375794,0,0,1,5
G5_P5_case53.mat,6,0.154504312925863,0.199976622043824,0.176476674704298,0.307064358180843,0,0,1,5
G5_P5_case53.mat,7,0.155645646115524,0.196999941494869,0.178219906812874,0.309707879112788,0,0,1,5
G5_P5_case53.mat,8,0.183529687718398,0.325835653991655,0.190275303951851,0.354446930170645,0,0,1,5
G5_P5_case53.mat,9,0.21869445578687,1,0.148549384157459,0.263548270147008,0,0,1,5
G5_P5_case53.mat,10,0.165211478575553,0.259573268091649,0.190072895743581,0.329060431448333,0,0,1,5
G5_P5_case53.mat,11,0.165268841417417,0.208230512292753,0.190117792901481,0.329301010650404,0,0,1,5
G5_P5_case53.mat,12,0.164589010785054,0.194570377882586,0.189571866528342,0.328278716143222,0,0,1,5
G5_P5_case53.mat,13,0.166068988935317,0.252039952328232,0.188278596190192,0.324079331509362,0,0,1,5
G5_P5_case53.mat,14,0.182789599703914,0.355687392690182,0.191269375920913,0.333579434340737,0,0,1,5
G5_P5_case53.mat,15,0.172775973258205,0.444790487538842,0.182130382734796,0.319344771212848,0,0,1,5
G5_P5_case53.mat,16,0.161245778998457,0.216913612733027,0.18461852883051,0.320412417307184,0,0,1,5
G5_P5_case53.mat,17,0.162583053647808,0.208913604415518,0.186739897337746,0.322967303267119,0,0,1,5
G5_P5_case53.mat,18,0.155214992332068,0.321714212063218,0.180004718581549,0.28426308355637,0,0,1,5
G5_P5_case53.mat,19,0.222149985836639,0.583637225658639,0.210966152007152,0.333464964085604,0,0,1,5
G6_P5_case62.mat,1,0.172864574637038,0.374060245790875,0.138209097979084,0.281294621863684,5,5,0,0
G6_P5_case62.mat,2,0.176394140695815,0.409259907057108,0.167700119314165,0.290314030683332,5,5,0,0
G6_P5_case62.mat,3,0.158313125696261,0.353284319849627,0.168599341096993,0.29100841565497,5,5,0,0
G6_P5_case62.mat,4,0.142287634018839,0.174218688799551,0.1617835299461,0.282993853271992,5,5,0,0
G6_P5_case62.mat,5,0.143890977236913,0.180394085566224,0.165367006415954,0.28593844857866,5,5,0,0
G6_P5_case62.mat,6,0.14503316853568,0.196956945097365,0.166602776090159,0.288476710787344,5,5,0,0
G6_P5_case62.mat,7,0.14281278081758,0.167713179224831,0.164620371895223,0.284567579068414,5,5,0,0
G6_P5_case62.mat,8,0.151412960861777,0.288043600136883,0.166064442615671,0.295989748263265,5,5,0,0
G6_P5_case62.mat,9,0.20697226516272,1,0.170727628774637,0.275994578665976,5,5,0,0
G6_P5_case62.mat,10,0.143795787042638,0.282358963467908,0.164382559224346,0.284548021627994,5,5,0,0
G6_P5_case62.mat,11,0.143056688285297,0.170517994291364,0.164773859635379,0.285362067378495,5,5,0,0
G6_P5_case62.mat,12,0.142615838430916,0.170235030750141,0.164037221546625,0.284328633430199,5,5,0,0
G6_P5_case62.mat,13,0.142957734784201,0.201565856637547,0.163318448434354,0.282554550754749,5,5,0,0
G6_P5_case62.mat,14,0.152747107507603,0.385150670528239,0.162575533290875,0.281937495062009,5,5,0,0
G6_P5_case62.mat,15,0.18158973584819,1,0.157904476038228,0.275724536352469,5,5,0,0
G6_P5_case62.mat,16,0.13993017143589,0.174100953652099,0.160687565416261,0.278598149927591,5,5,0,0
G6_P5_case62.mat,17,0.139905430356064,0.182896641207055,0.160734719249493,0.278059456014656,5,5,0,0
G6_P5_case62.mat,18,0.140037667868777,0.2412519185554,0.16026473956022,0.275046919126082,5,5,0,0
G6_P5_case62.mat,19,0.222591619008424,0.574703895616393,0.161790613181628,0.278618095372784,5,5,0,0
G6_P5_case63.mat,1,0.227272471635555,1,0.0474020905551507,0.102659299688721,0,0,1,6
G6_P5_case63.mat,2,0.13914157988264,0.419559998012591,0.0114719955593891,0.0207205390593607,0,0,1,6
G6_P5_case63.mat,3,0.0665497007177695,0.20398148968672,0.0151334957106772,0.0255351305028282,0,0,1,6
G6_P5_case63.mat,4,0.0219150522417371,0.0516431953486228,0.0162936583894008,0.027810286430996,0,0,1,6
G6_P5_case63.mat,5,0.0190531545810032,0.0634616286930404,0.0129897898801054,0.0227834308077871,0,0,1,6
G6_P5_case63.mat,6,0.0177372344410239,0.0538362235199947,0.0115415767847291,0.0197791819294451,0,0,1,6
G6_P5_case63.mat,7,0.016254909275442,0.0450966261395324,0.00711320320760192,0.0138798542439897,0,0,1,6
G6_P5_case63.mat,8,0.0518586677944586,0.177603685338467,0.0206785793714645,0.0572843523695344,0,0,1,6
G6_P5_case63.mat,9,0.148486034495256,0.740614219606135,0.0276813820864335,0.0559275133640564,0,0,1,6
G6_P5_case63.mat,10,0.135360320402945,0.919601402648174,0.0240849100294886,0.0323200243612369,0,0,1,6
G6_P5_case63.mat,11,0.0157132725289197,0.0531482999454078,0.00858544184182814,0.0137619358304879,0,0,1,6
G6_P5_case63.mat,12,0.0202220041545576,0.058459857632336,0.00583434251199993,0.0127830833589529,0,0,1,6
G6_P5_case63.mat,13,0.0631346270851056,0.262577191052256,0.00791601970347162,0.0153408664244114,0,0,1,6
G6_P5_case63.mat,14,0.196239127474859,0.609750467669078,0.00372328933045582,0.00912349409028817,0,0,1,6
G6_P5_case63.mat,15,0.0730989704391657,0.381372183778041,0.00356562583235068,0.00869808216413214,0,0,1,6
G6_P5_case63.mat,16,0.0125184710771779,0.0468828974077296,0.00523848131708157,0.00893550305004111,0,0,1,6
G6_P5_case63.mat,17,0.0276977418327941,0.109844002882021,0.00390875782900808,0.00932245150144363,0,0,1,6
G6_P5_case63.mat,18,0.135503497587182,0.796759700352477,0.0091107654827697,0.0447860588037835,0,0,1,6
G6_P5_case63.mat,19,0.306005342851847,1,0.0353463663828991,0.0583393647452785,0,0,1,6
